country,suggestion,gender,cantidad,Percentage
Sweden,Data Systems Manager,Male,1,0.02%
Sweden,Data Transcriber,Female,1,0.02%
Sweden,Data Typist,Male,2,0.04%
Sweden,Data Warehouse Analyst,Male,1,0.02%
Sweden,Data Warehouse Architect,Male,1,0.02%
Sweden,Data Warehouse Developer,Male,1,0.02%
Sweden,Data Warehouse Specialist,Female,1,0.02%
Sweden,Data Warehousing Engineer,Female,1,0.02%
Sweden,Data Warehousing Specialist,Female,1,0.02%
Sweden,Database Administration Associate,Male,1,0.02%
Sweden,Database Architect,Female,1,0.02%
Sweden,Database Consultant,Male,1,0.02%
Sweden,Database Coordinator,Female,1,0.02%
Sweden,Database Coordinator,Male,1,0.02%
Sweden,Database Design Analyst,Female,1,0.02%
Sweden,Database Design Analyst,Male,1,0.02%
Sweden,Database Designer,Female,1,0.02%
Sweden,Database Designer,Male,1,0.02%
Sweden,Database Developer,Male,1,0.02%
Sweden,Database Development Project Manager,Male,1,0.02%
Sweden,Database Development and Administration Project Manager,Female,3,0.05%
Sweden,Database Management System Specialist (DBMS Specialist),Female,1,0.02%
Sweden,Database Management System Specialist (DBMS Specialist),Male,1,0.02%
Sweden,Database Manager,Female,1,0.02%
Sweden,Database Manager,Male,1,0.02%
Sweden,Database Marketing Analyst,Female,1,0.02%
Sweden,Database Marketing Analyst,Male,1,0.02%
Sweden,Database Modeler,Male,2,0.04%
Sweden,Database Programmer,Female,1,0.02%
Sweden,Database Security Administrator,Female,1,0.02%
Sweden,Database Security Administrator,Male,2,0.04%
Sweden,Database Software Technician,Female,1,0.02%
Sweden,Database Specialist,Male,2,0.04%
Sweden,Database Tester,Male,1,0.02%
Sweden,Databases Computer Consultant,Male,1,0.02%
Sweden,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Female,1,0.02%
Sweden,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,1,0.02%
Sweden,Geographic Information Systems Data Manager (GIS Data Manager),Male,1,0.02%
Sweden,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,2,0.04%
Sweden,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,2,0.04%
Sweden,Head of Information Systems and Data Processing,Male,1,0.02%
Sweden,Naval Tactical Data System--Combat Information Center Officer,Female,1,0.02%
Sweden,Oracle Database Administrator (Oracle DBA),Male,1,0.02%
Sweden,SQL Database Administrator,Male,1,0.02%
Sweden,Survey Data Technician,Male,1,0.02%
UnitedKingdom,Analytical Data Miner,Female,1,0.02%
UnitedKingdom,Analytical Data Miner,Male,1,0.02%
UnitedKingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Female,3,0.05%
UnitedKingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),Male,7,0.12%
UnitedKingdom,Automatic Data Processing Planner,Female,4,0.07%
UnitedKingdom,Automatic Data Processing Planner,Male,5,0.09%
UnitedKingdom,Automatic Data Processing Planner (ADP Planner),Female,3,0.05%
UnitedKingdom,Automatic Data Processing Planner (ADP Planner),Male,3,0.05%
UnitedKingdom,Automatic Data Processing Systems Security Specialist (ADP Systems Security),Male,10,0.18%
UnitedKingdom,Business Database Analyst,Male,1,0.02%
UnitedKingdom,Clinical Data Associate,Female,1,0.02%
UnitedKingdom,Clinical Data Management Associate Director,Female,1,0.02%
UnitedKingdom,Clinical Data Manager,Male,1,0.02%
UnitedKingdom,Clinical Data Specialist,Female,1,0.02%
UnitedKingdom,Computer or Data Processing Systems Consultant,Female,5,0.09%
UnitedKingdom,Computer or Data Processing Systems Consultant,Male,8,0.14%
UnitedKingdom,Crime Data Specialist,Male,1,0.02%
UnitedKingdom,Customer Data Technician,Female,4,0.07%
UnitedKingdom,Customer Data Technician,Male,1,0.02%
UnitedKingdom,Data Abstractor,Female,1,0.02%
UnitedKingdom,Data Acquisition Technician,Female,2,0.04%
UnitedKingdom,Data Acquisition Technician,Male,1,0.02%
UnitedKingdom,Data Administrator,Female,6,0.11%
UnitedKingdom,Data Administrator,Male,7,0.12%
UnitedKingdom,Data Analysis Assistant,Male,2,0.04%
UnitedKingdom,Data Analyst,Female,2,0.04%
UnitedKingdom,Data Analyst,Male,1,0.02%
UnitedKingdom,Data Architect,Female,5,0.09%
UnitedKingdom,Data Architect,Male,5,0.09%
UnitedKingdom,Data Base Design Analyst,Male,5,0.09%
UnitedKingdom,Data Center Manager,Female,1,0.02%
UnitedKingdom,Data Center Operator,Female,1,0.02%
UnitedKingdom,Data Collection Technician,Female,1,0.02%
UnitedKingdom,Data Collector,Male,1,0.02%
UnitedKingdom,Data Communications Analyst,Female,2,0.04%
UnitedKingdom,Data Communications Analyst,Male,3,0.05%
UnitedKingdom,Data Communications Software Consultant,Female,3,0.05%
UnitedKingdom,Data Communications Software Consultant,Male,7,0.12%
UnitedKingdom,Data Compiler,Female,1,0.02%
UnitedKingdom,Data Compiler,Male,1,0.02%
UnitedKingdom,Data Conversion Operator,Male,1,0.02%
UnitedKingdom,Data Coordinator,Female,2,0.04%
UnitedKingdom,Data Coordinator,Male,7,0.12%
UnitedKingdom,Data Entry Associate,Female,1,0.02%
UnitedKingdom,Data Entry Associate,Male,2,0.04%
UnitedKingdom,Data Entry Clerk,Female,1,0.02%
UnitedKingdom,Data Entry Machine Operator,Male,1,0.02%
UnitedKingdom,Data Entry Operator,Female,3,0.05%
UnitedKingdom,Data Entry Operator,Male,1,0.02%
UnitedKingdom,Data Entry Representative,Female,1,0.02%
UnitedKingdom,Data Entry Technician,Female,1,0.02%
UnitedKingdom,Data Examination Clerk,Male,2,0.04%
UnitedKingdom,Data Input Clerk,Female,3,0.05%
UnitedKingdom,Data Keyer,Female,1,0.02%
UnitedKingdom,Data Management Associate,Female,2,0.04%
UnitedKingdom,Data Management Associate,Male,3,0.05%
UnitedKingdom,Data Management Information Technology Specialist,Female,2,0.04%
UnitedKingdom,Data Management Information Technology Specialist,Male,1,0.02%
UnitedKingdom,Data Management Manager,Male,1,0.02%
UnitedKingdom,Data Manager,Male,2,0.04%
UnitedKingdom,Data Miner,Female,4,0.07%
UnitedKingdom,Data Miner,Male,3,0.05%
UnitedKingdom,Data Modeler,Female,1,0.02%
UnitedKingdom,Data Modeler,Male,1,0.02%
UnitedKingdom,Data Modeling Specialist,Female,5,0.09%
UnitedKingdom,Data Modeling Specialist,Male,5,0.09%
UnitedKingdom,Data Officer,Female,3,0.05%
UnitedKingdom,Data Officer,Male,5,0.09%
UnitedKingdom,Data Operations Director,Female,2,0.04%
UnitedKingdom,Data Operations Director,Male,3,0.05%
UnitedKingdom,Data Processing Auditor,Female,2,0.04%
UnitedKingdom,Data Processing Auditor,Male,6,0.11%
UnitedKingdom,Data Processing Auxiliary Equipment Operator,Male,1,0.02%
UnitedKingdom,Data Processing Consultant,Female,3,0.05%
UnitedKingdom,Data Processing Consultant,Male,2,0.04%
UnitedKingdom,Data Processing Control Clerk,Female,1,0.02%
UnitedKingdom,Data Processing Manager,Female,5,0.09%
UnitedKingdom,Data Processing Manager,Male,3,0.05%
UnitedKingdom,Data Processing Mechanic,Male,1,0.02%
UnitedKingdom,Data Processing Services Sales Representative,Male,1,0.02%
UnitedKingdom,Data Processing Supervisor,Female,1,0.02%
UnitedKingdom,Data Processing Systems Analyst,Female,4,0.07%
UnitedKingdom,Data Processing Systems Analyst,Male,8,0.14%
UnitedKingdom,Data Processing Systems Project Planner,Female,3,0.05%
UnitedKingdom,Data Processing Systems Project Planner,Male,2,0.04%
UnitedKingdom,Data Processor,Female,3,0.05%
UnitedKingdom,Data Processor,Male,2,0.04%
UnitedKingdom,Data Recovery Planner,Male,2,0.04%
UnitedKingdom,Data Reduction Technician,Female,1,0.02%
UnitedKingdom,Data Reviewer,Female,1,0.02%
UnitedKingdom,Data Reviewer,Male,1,0.02%
UnitedKingdom,Data Sciences Director,Male,1,0.02%
UnitedKingdom,Data Scientist,Female,1,0.02%
UnitedKingdom,Data Scientist,Male,7,0.12%
UnitedKingdom,Data Security Administrator,Male,4,0.07%
UnitedKingdom,Data Security Analyst,Female,2,0.04%
UnitedKingdom,Data Security Analyst,Male,7,0.12%
UnitedKingdom,Data Specialist,Female,1,0.02%
UnitedKingdom,Data Storage Specialist,Female,4,0.07%
UnitedKingdom,Data Storage Specialist,Male,2,0.04%
UnitedKingdom,Data Systems Manager,Female,1,0.02%
UnitedKingdom,Data Systems Manager,Male,9,0.16%
UnitedKingdom,Data Technician,Female,1,0.02%
UnitedKingdom,Data Typist,Female,2,0.04%
UnitedKingdom,Data Typist,Male,1,0.02%
UnitedKingdom,Data Warehouse Analyst,Female,3,0.05%
UnitedKingdom,Data Warehouse Analyst,Male,5,0.09%
UnitedKingdom,Data Warehouse Architect,Female,5,0.09%
UnitedKingdom,Data Warehouse Architect,Male,7,0.12%
UnitedKingdom,Data Warehouse Developer,Female,2,0.04%
UnitedKingdom,Data Warehouse Developer,Male,5,0.09%
UnitedKingdom,Data Warehouse Specialist,Female,2,0.04%
UnitedKingdom,Data Warehouse Specialist,Male,6,0.11%
UnitedKingdom,Data Warehousing Engineer,Female,1,0.02%
UnitedKingdom,Data Warehousing Engineer,Male,3,0.05%
UnitedKingdom,Data Warehousing Manager,Female,2,0.04%
UnitedKingdom,Data Warehousing Manager,Male,2,0.04%
UnitedKingdom,Data Warehousing Specialist,Female,3,0.05%
UnitedKingdom,Data Warehousing Specialist,Male,4,0.07%
UnitedKingdom,Database Administration Associate,Female,5,0.09%
UnitedKingdom,Database Administration Associate,Male,8,0.14%
UnitedKingdom,Database Administration Manager,Female,4,0.07%
UnitedKingdom,Database Administration Manager,Male,3,0.05%
UnitedKingdom,Database Administration Project Manager,Female,1,0.02%
UnitedKingdom,Database Administration Project Manager,Male,2,0.04%
UnitedKingdom,Database Administrator (DBA),Male,1,0.02%
UnitedKingdom,Database Analyst,Female,1,0.02%
UnitedKingdom,Database Analyst,Male,1,0.02%
UnitedKingdom,Database Architect,Female,1,0.02%
UnitedKingdom,Database Architect,Male,8,0.14%
UnitedKingdom,Database Consultant,Female,3,0.05%
UnitedKingdom,Database Consultant,Male,7,0.12%
UnitedKingdom,Database Coordinator,Male,8,0.14%
UnitedKingdom,Database Design Analyst,Female,3,0.05%
UnitedKingdom,Database Design Analyst,Male,6,0.11%
UnitedKingdom,Database Designer,Female,6,0.11%
UnitedKingdom,Database Designer,Male,6,0.11%
UnitedKingdom,Database Developer,Male,1,0.02%
UnitedKingdom,Database Development Project Manager,Male,1,0.02%
UnitedKingdom,Database Development and Administration Project Manager,Female,1,0.02%
UnitedKingdom,Database Development and Administration Project Manager,Male,4,0.07%
UnitedKingdom,Database Engineer,Female,3,0.05%
UnitedKingdom,Database Engineer,Male,8,0.14%
UnitedKingdom,Database Management System Specialist (DBMS Specialist),Female,4,0.07%
UnitedKingdom,Database Management System Specialist (DBMS Specialist),Male,4,0.07%
UnitedKingdom,Database Manager,Female,6,0.11%
UnitedKingdom,Database Manager,Male,6,0.11%
UnitedKingdom,Database Marketing Analyst,Female,3,0.05%
UnitedKingdom,Database Marketing Analyst,Male,2,0.04%
UnitedKingdom,Database Modeler,Female,5,0.09%
UnitedKingdom,Database Modeler,Male,5,0.09%
UnitedKingdom,Database Programmer,Female,1,0.02%
UnitedKingdom,Database Security Administrator,Female,3,0.05%
UnitedKingdom,Database Security Administrator,Male,3,0.05%
UnitedKingdom,Database Security Expert,Female,4,0.07%
UnitedKingdom,Database Security Expert,Male,6,0.11%
UnitedKingdom,Database Software Technician,Female,3,0.05%
UnitedKingdom,Database Software Technician,Male,3,0.05%
UnitedKingdom,Database Specialist,Female,2,0.04%
UnitedKingdom,Database Specialist,Male,5,0.09%
UnitedKingdom,Database Technician,Male,1,0.02%
UnitedKingdom,Database Tester,Female,9,0.16%
UnitedKingdom,Database Tester,Male,5,0.09%
UnitedKingdom,Databases Computer Consultant,Female,1,0.02%
UnitedKingdom,Databases Computer Consultant,Male,4,0.07%
UnitedKingdom,Databases Software Consultant,Female,2,0.04%
UnitedKingdom,Databases Software Consultant,Male,2,0.04%
UnitedKingdom,Director of Data Operations,Female,1,0.02%
UnitedKingdom,Director of Data Operations,Male,4,0.07%
UnitedKingdom,Electronic Data Interchange System Developer (EDI System Developer),Female,3,0.05%
UnitedKingdom,Electronic Data Interchange System Developer (EDI System Developer),Male,5,0.09%
UnitedKingdom,Electronic Data Processing Auditor (EDP Auditor),Female,2,0.04%
UnitedKingdom,Electronic Data Processing Auditor (EDP Auditor),Male,3,0.05%
UnitedKingdom,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Female,5,0.09%
UnitedKingdom,"Engineer, System Electronic Data Processing (Engineer, System EDP)",Male,3,0.05%
UnitedKingdom,Field Artillery Automated Tactical Data System Specialist,Male,1,0.02%
UnitedKingdom,Field Traffic Data Technician,Female,2,0.04%
UnitedKingdom,Field Traffic Data Technician,Male,1,0.02%
UnitedKingdom,Flight Data Technician,Male,1,0.02%
UnitedKingdom,Flight Test Data Acquisition Technician,Male,2,0.04%
UnitedKingdom,GPS Field Data Collector (Global Positioning System Field Data Collector),Female,1,0.02%
UnitedKingdom,Geographic Information Systems Data Administrator (GIS Data Administrator),Female,4,0.07%
UnitedKingdom,Geographic Information Systems Data Administrator (GIS Data Administrator),Male,4,0.07%
UnitedKingdom,Geographic Information Systems Data Manager (GIS Data Manager),Female,2,0.04%
UnitedKingdom,Geographic Information Systems Data Manager (GIS Data Manager),Male,2,0.04%
UnitedKingdom,Geographic Information Systems Data Specialist (GIS Data Specialist),Female,7,0.12%
UnitedKingdom,Geographic Information Systems Data Specialist (GIS Data Specialist),Male,5,0.09%
UnitedKingdom,Geographic Information Systems Database Administrator (GIS Database Administrator),Female,2,0.04%
UnitedKingdom,Geographic Information Systems Database Administrator (GIS Database Administrator),Male,5,0.09%
UnitedKingdom,Head of Information Systems and Data Processing,Female,6,0.11%
UnitedKingdom,Head of Information Systems and Data Processing,Male,6,0.11%
UnitedKingdom,Internet Database Specialist,Female,4,0.07%
UnitedKingdom,Internet Database Specialist,Male,5,0.09%
UnitedKingdom,LiDAR Data Analyst,Male,2,0.04%
UnitedKingdom,Log Data Technician,Male,1,0.02%
UnitedKingdom,Maintenance Data Analyst,Female,1,0.02%
UnitedKingdom,Maintenance Data Analyst,Male,1,0.02%
UnitedKingdom,Marketing Database Analyst,Female,1,0.02%
UnitedKingdom,Marketing Database Analyst,Male,2,0.04%
UnitedKingdom,Medical Data Analyst,Female,2,0.04%
UnitedKingdom,Medical Data Analyst,Male,2,0.04%
UnitedKingdom,Micro Computer Data Processor,Female,1,0.02%
UnitedKingdom,Naval Tactical Data System--Combat Information Center Officer,Female,2,0.04%
UnitedKingdom,Naval Tactical Data System--Combat Information Center Officer,Male,2,0.04%
UnitedKingdom,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Female,1,0.02%
UnitedKingdom,"Naval Tactical Data System--Combat Information Center Watch Officer, General",Male,1,0.02%
UnitedKingdom,Oracle Database Administrator (Oracle DBA),Female,2,0.04%
UnitedKingdom,Oracle Database Administrator (Oracle DBA),Male,7,0.12%
UnitedKingdom,SCADA Operator (Supervisory Control and Data Acquisition Operator),Female,1,0.02%
UnitedKingdom,SCADA Technician (Supervisory Control and Data Acquisition Technician),Male,1,0.02%
UnitedKingdom,SQL Database Administrator,Female,3,0.05%
UnitedKingdom,SQL Database Administrator,Male,5,0.09%
UnitedKingdom,Survey Data Technician,Male,1,0.02%
